Community District,Name,Indicator Category,Indicator, Indicator Description,2000,2006,2010,2019,2021,2022,2023
BK 08,Crown Heights/Prospect Heights,Demographics,Median household income (2023$),The median household's total income of all members of the household aged 15 years or older.,"$54,580","$56,210","$51,560","$86,160","$80,530","$81,600",
BK 08,Crown Heights/Prospect Heights,Demographics,"Median household income, homeowners (2023$)",The median owner-occupied household's total income of all members of the household aged 15 years or older.,,"$103,730","$102,420","$161,300","$161,180","$243,650",
BK 08,Crown Heights/Prospect Heights,Demographics,"Median household income, renters (2023$)",The median renter household's total income of all members of the household aged 15 years or older.,,"$45,860","$46,970","$71,210","$71,370","$65,500",
BK 08,Crown Heights/Prospect Heights,Demographics,Poverty rate,The number of people below the poverty threshold divided by the number of people for whom poverty status was determined.,28.2%,22.9%,25.9%,15.9%,14.8%,20.2%,
BK 08,Crown Heights/Prospect Heights,Demographics,"Poverty rate, population aged 65+",The number of people aged 65 or older below the poverty line divided by the total population of that age group for whom poverty status was determined.,,26.2%,15.7%,17.1%,13.1%,26.2%,
BK 08,Crown Heights/Prospect Heights,Demographics,"Poverty rate, population under 18 years old",The number of people under 18 years old below the poverty line divided by the total population of that age group for whom poverty status was determined.,,32.8%,42.5%,19.2%,17.6%,23.5%,
BK 08,Crown Heights/Prospect Heights,Demographics,Labor force participation rate,"The number of people aged 16 years and older who are in the civilian labor force, divided by the total number of non-institutionalized people aged 16 years and older.",,65.9%,66.4%,67.9%,70.4%,73.1%,
BK 08,Crown Heights/Prospect Heights,Demographics,Population aged 25+ without a high school diploma,The percentage of the population aged 25 and older who have not graduated from high school or received a GED.,,20.0%,16.1%,11.1%,10.9%,12.1%,
BK 08,Crown Heights/Prospect Heights,Demographics,Unemployment rate,"The number of people aged 16 years and older in the civilian labor force who are unemployed, divided by the total number of people aged 16 years and older in the civilian labor force.",14.7%,12.7%,10.1%,4.1%,10.5%,7.6%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Rental vacancy rate,"The number of vacant, habitable, for-rent units divided by the number of renter-occupied units plus vacant, habitable, for-rent units.",,,5.3%,3.3%,3.2%,2.9%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Serious housing code violations (per 1,000 privately owned rental units)","All violations that HPD defines as class C ('immediately hazardous') that were opened in a given time period, regardless of their current status. NOTE: In 2018 some violation types relating to pests were reclassified from B to C class resulting in a shift in the number of violations from B to C.",,156.8,111.1,143.0,166.0,164.8,171.6
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Severe crowding rate (% of renter households),The share of all renter households in which there are more than 1.5 household members for each room in the unit.,,,2.7%,2.4%,2.0%,2.1%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Total housing code violations (per 1,000 privately owned rental units)","All HPD violations defined as class A ('non-hazardous'), class B ('hazardous'), and class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",,699.6,422.9,541.5,640.4,569.8,574.2
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Median rent, studios and 1-bedrooms (2023$)","The median gross rent among studios and 1-bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",,,"$1,290","$1,440","$1,550","$1,640",
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Median rent, 2- and 3-bedrooms (2023$)","The median gross rent among 2-3 bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",,,"$1,380","$1,620","$1,840","$1,940",
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Median rent, all (2023$)","The median gross rent, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.","$1,060","$1,250","$1,420","$1,800","$1,870","$1,810",
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Median rent, recent movers (2023$)","The median recent mover household's gross rent, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",,,"$1,690","$2,350","$2,610","$2,650",
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Change in collected rent (2019-2020),The change in rent collection for buildings with rent regulated units (2019-2020).,,,,,5.7%,,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Rental units affordable at  30% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 30 of the Area Median Income.",,,11.9%,5.8%,5.5%,4.8%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Rental units affordable at  80% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 80 of the Area Median Income.",,,63.1%,37.2%,33.0%,39.1%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Rental units affordable at 120% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 120% of the Area Median Income.",,,92.9%,84.0%,78.0%,84.4%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Moderately rent-burdened households,The share of renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,,23.5%,29.2%,22.7%,24.4%,24.6%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Moderately rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,,,29.4%,32.1%,31.6%,30.3%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Moderately rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,,,19.2%,23.3%,23.8%,25.0%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,Severely rent-burdened households,The share of renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,24.7%,,27.7%,26.8%,25.0%,24.3%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Severely rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,,,42.7%,42.9%,42.5%,41.1%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Severely rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,,,0.2%,1.0%,1.3%,1.7%,
BK 08,Crown Heights/Prospect Heights,Renters and Rental Conditions,"Housing choice vouchers (% of occupied, privately owned rental units)",The share of all rental households in privately owned units whose occupants use a housing choice voucher from HUD.,,,6.8%,5.3%,,,
BK 08,Crown Heights/Prospect Heights,Housing Market,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",,"54,172","56,344","60,403","65,757","52,407",
BK 08,Crown Heights/Prospect Heights,Housing Market,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",26.5,28.8,37.5,11.7,8.0,10.6,
BK 08,Crown Heights/Prospect Heights,Housing Market,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,175,184,294,97,72,89,
BK 08,Crown Heights/Prospect Heights,Housing Market,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,88,120,132,37,17,33,
BK 08,Crown Heights/Prospect Heights,Housing Market,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,26,27,88,42,38,41,
BK 08,Crown Heights/Prospect Heights,Housing Market,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",,,,48.0,23.6,42.1,32.3
BK 08,Crown Heights/Prospect Heights,Housing Market,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,,,,324,164,293,226
BK 08,Crown Heights/Prospect Heights,Housing Market,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,18,5,6,,,,
BK 08,Crown Heights/Prospect Heights,Housing Market,FHA/VA-backed home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied home, condominium, or cooperative apartment that were insured or guaranteed by the FHA or VA, as reported by HMDA.",,0.7%,34.0%,2.9%,2.1%,2.3%,
BK 08,Crown Heights/Prospect Heights,Housing Market,Higher-cost home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",,32.1%,0.3%,2.1%,1.0%,1.0%,
BK 08,Crown Heights/Prospect Heights,Housing Market,Higher-cost refinance loans (% of refinance loans),"The percentage of loan originations, for the refinancing of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",,40.4%,2.7%,3.9%,0.3%,1.1%,
BK 08,Crown Heights/Prospect Heights,Housing Market,"Home purchase loan rate (per 1,000 properties)","The number of first-lien home purchase loan originations for owner-occupied 1-4 family buildings, condominiums, or cooperative apartments  divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments.",,64.3,30.3,27.8,41.8,31.3,
BK 08,Crown Heights/Prospect Heights,Housing Market,Home purchase loans in LMI tracts (% of home purchase loans),"The share of all first-lien loans, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartments, that were originated for homes in low- to moderate-income census tracts.",,68.9%,3.8%,38.7%,43.5%,19.9%,
BK 08,Crown Heights/Prospect Heights,Housing Market,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",,2.1%,59.0%,1.2%,1.2%,3.4%,
BK 08,Crown Heights/Prospect Heights,Housing Market,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",,73.1,22.5,23.2,53.4,15.0,
BK 08,Crown Heights/Prospect Heights,Housing Market,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,11,28,11,10,13,18,11
BK 08,Crown Heights/Prospect Heights,Housing Market,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,168,306,90,74,78,144,99
BK 08,Crown Heights/Prospect Heights,Housing Market,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,59,83,38,16,23,33,33
BK 08,Crown Heights/Prospect Heights,Housing Market,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,25,130,162,140,210,229,145
BK 08,Crown Heights/Prospect Heights,Housing Market,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,263,547,301,240,324,424,288
BK 08,Crown Heights/Prospect Heights,Housing Market,"Median sales price per unit, 1 family building (2023$)",The median price per unit for one unit buildings.,"$352,870","$827,970","$466,560","$1,736,370","$1,894,730","$1,920,730","$1,860,000"
BK 08,Crown Heights/Prospect Heights,Housing Market,"Median sales price per unit, 2-4 family building (2023$)",The median price per unit for two- to four-unit buildings.,"$175,260","$389,060","$290,760","$553,470","$730,720","$690,720","$650,000"
BK 08,Crown Heights/Prospect Heights,Housing Market,"Median sales price per unit, 5+ family building (2023$)",The median price per unit for multifamily buildings.,"$69,470","$121,580","$102,380","$265,760","$243,110","$410,970","$233,330"
BK 08,Crown Heights/Prospect Heights,Housing Market,"Median sales price per unit, condominium (2023$)",The median price per unit for condominiums.,"$181,730","$612,180","$582,280","$1,316,750","$1,228,270","$1,131,670","$1,024,000"
BK 08,Crown Heights/Prospect Heights,Housing Market,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,281.0,198.7,676.2,680.3,845.4,683.8
BK 08,Crown Heights/Prospect Heights,Housing Market,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,276.0,201.6,415.9,574.9,557.7,547.8
BK 08,Crown Heights/Prospect Heights,Housing Market,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,224.2,199.6,660.6,493.2,615.1,601.8
BK 08,Crown Heights/Prospect Heights,Housing Market,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,278.2,283.0,533.2,551.9,609.4,601.1
BK 08,Crown Heights/Prospect Heights,Housing Market,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,263.7,229.1,462.2,516.2,557.1,554.5
BK 08,Crown Heights/Prospect Heights,Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,152,24,10,297,490,"1,531",76
BK 08,Crown Heights/Prospect Heights,Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,17,310,197,288,623,106,"1,133"
BK 08,Crown Heights/Prospect Heights,Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,,57.2,53.7,57.8,62.4,48.4,
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Total number of subsidized properties (properties),"Total number of subsidized properties (includes federal programs, Mitchell-Lama, NYC Housing Production Programs and Zoning Incentives or Requirements, and New York State Property Tax Incentives, except 421-a and J-51)",,,,,,,508
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,HUD Financing or Insurance (properties),Total number of properties receiving a benefit from a HUD Financing or Insurance Program,,,,,,,11
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,HUD Financing or Insurance (units),Total number of units in properties receiving a benefit from a HUD Financing or Insurance Program (all affordable),,,,,,,193
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,HUD Project-based Rental Assistance Program (properties),Total number of properties receiving a benefit from a HUD Project-based Rental Assistance Program,,,,,,,35
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,HUD Project-based Rental Assistance Program (units),Total number of units in properties receiving a benefit from a HUD Project-based Rental Assistance Program (includes both affordable and market rate units),,,,,,,"1,548"
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Low Income Housing Tax Credit (properties),Total number of properties receiving a benefit from the Low Income Housing Tax Credit,,,,,,,79
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Low Income Housing Tax Credit (units),Total number of units in properties receiving a benefit from the Low Income Housing Tax Credit (includes both affordable and market rate units),,,,,,,"2,185"
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Public Housing (properties),Total number of public housing properties (includes housing owned and operated by NYCHA even if the properties were not originally public housing),,,,,,,35
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Public Housing (units),Total number of public housing units (includes housing owned and operated by NYCHA even if the properties were not originally public housing),,,,,,,"3,457"
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Public housing (% of rental units),The share of all rental units located in New York City Housing Authority public housing.,,,,,,,8.3%
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Mitchell-Lama (properties),Total number of properties receiving a benefit from the Mitchell-Lama program,,,,,,,2
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Mitchell-Lama (units),Total number of units in properties receiving a benefit from the Mitchell-Lama program (all affordable),,,,,,,240
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,421-a Tax Exemption (properties),Total number of properties using a 421-a tax emption (includes properties with only market rate units),,,,,,,134
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,421-a Tax Exemption (units),Total number of units in properties using a 421-a tax emption (includes both affordable and market rate units),,,,,,,"3,749"
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,420-c Tax Exemption (properties),Total number of properties using a 420-c tax emption,,,,,,,113
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,420-c Tax Exemption (units),Total number of units in properties using a 420-c tax emption (all affordable),,,,,,,"2,010"
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,NYC Housing Production Programs and Zoning Incentives or Requirements (properties),"Total number of properties that entered a New York City housing production program or zoning incentive or requirement between July 1,  2003 and December 31, 2017",,,,,,,215
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Eligible to expire from housing programs between 2024 and 2029 (properties),"Total number of properties eligible to expire between 2023 and 2028 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,40
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Eligible to expire from housing programs between 2024 and 2029 (units),"Total number of units in properties eligible to expire between 2023 and 2028 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,"1,197"
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Eligible to expire from housing programs between 2030 and 2039 (properties),"Total number of properties eligible to expire between 2029 and 2038 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,32
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Eligible to expire from housing programs between 2030 and 2039 (units),"Total number of units in properties eligible to expire between 2029 and 2038 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,"1,007"
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Eligible to expire from housing programs in 2040 and later (properties),"Total number of properties eligible to expire in 2039 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,35
BK 08,Crown Heights/Prospect Heights,Subsidized Housing,Eligible to expire from housing programs in 2040 and later (units),"Total number of units in properties eligible to expire in 2039 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,"1,266"
BK 08,Crown Heights/Prospect Heights,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",78.8%,79.8%,86.8%,85.4%,75.8%,80.9%,
BK 08,Crown Heights/Prospect Heights,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,45.0,40.5,39.4,43.6,43.9,41.0,
BK 08,Crown Heights/Prospect Heights,Neighborhood Services and Conditions,"Serious crime rate (per 1,000 residents)","The number of serious crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,15.1,14.4,11.1,9.9,12.8,13.1
BK 08,Crown Heights/Prospect Heights,Neighborhood Services and Conditions,"Serious crime rate, property (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,8.1,7.8,6.1,5.3,7.0,6.9
BK 08,Crown Heights/Prospect Heights,Neighborhood Services and Conditions,"Serious crime rate, violent (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,7.0,6.6,5.0,4.6,5.8,6.2
BK 08,Crown Heights/Prospect Heights,Neighborhood Services and Conditions,"Students performing at grade level in English language arts, 4th grade",The percentage of fourth-grade students performing at or above grade level in English language arts in 4th grade (termed 'proficient').,,,,51.6%,,45.6%,57.6%
BK 08,Crown Heights/Prospect Heights,Neighborhood Services and Conditions,"Students performing at grade level in math, 4th grade",The percentage of fourth-grade students performing at or above grade level in math in 4th grade (termed 'proficient').,,,,45.5%,,36.6%,52.2%
