Community District,Name,Indicator Category,Indicator, Indicator Description,2000,2006,2010,2019,2021,2022,2023
MN 02,Greenwich Village/Soho,Housing Market,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",,"81,238","89,353","95,498","97,721","90,831",
MN 02,Greenwich Village/Soho,Housing Market,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",1.2,1.8,2.4,1.1,0.5,1.0,
MN 02,Greenwich Village/Soho,Housing Market,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,4,11,21,9,6,20,
MN 02,Greenwich Village/Soho,Housing Market,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,3,8,14,4,2,6,
MN 02,Greenwich Village/Soho,Housing Market,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,1,3,3,4,2,2,
MN 02,Greenwich Village/Soho,Housing Market,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",,,,11.5,8.0,14.8,12.8
MN 02,Greenwich Village/Soho,Housing Market,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,,,,87,66,123,106
MN 02,Greenwich Village/Soho,Housing Market,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,0,0,0,,,,
MN 02,Greenwich Village/Soho,Housing Market,FHA/VA-backed home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied home, condominium, or cooperative apartment that were insured or guaranteed by the FHA or VA, as reported by HMDA.",,0.0%,0.3%,0.0%,0.0%,0.3%,
MN 02,Greenwich Village/Soho,Housing Market,Higher-cost home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",,1.8%,1.2%,0.5%,0.6%,1.1%,
MN 02,Greenwich Village/Soho,Housing Market,Higher-cost refinance loans (% of refinance loans),"The percentage of loan originations, for the refinancing of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",,6.0%,0.5%,0.9%,0.3%,0.2%,
MN 02,Greenwich Village/Soho,Housing Market,"Home purchase loan rate (per 1,000 properties)","The number of first-lien home purchase loan originations for owner-occupied 1-4 family buildings, condominiums, or cooperative apartments  divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments.",,50.1,23.9,23.5,39.7,29.3,
MN 02,Greenwich Village/Soho,Housing Market,Home purchase loans in LMI tracts (% of home purchase loans),"The share of all first-lien loans, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartments, that were originated for homes in low- to moderate-income census tracts.",,3.4%,0.3%,1.0%,1.5%,0.6%,
MN 02,Greenwich Village/Soho,Housing Market,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",,1.3%,0.8%,0.6%,0.4%,1.6%,
MN 02,Greenwich Village/Soho,Housing Market,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",,14.8,31.9,24.4,35.0,13.5,
MN 02,Greenwich Village/Soho,Housing Market,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,6,13,15,14,16,23,15
MN 02,Greenwich Village/Soho,Housing Market,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,22,17,11,19,8,22,27
MN 02,Greenwich Village/Soho,Housing Market,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,26,62,23,32,49,43,38
MN 02,Greenwich Village/Soho,Housing Market,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,217,429,478,369,709,445,309
MN 02,Greenwich Village/Soho,Housing Market,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,271,521,527,434,782,533,389
MN 02,Greenwich Village/Soho,Housing Market,"Median sales price per unit, 1 family building (2023$)",The median price per unit for one unit buildings.,"$2,823,000","$7,367,870","$9,110,600","$12,154,620","$10,850,660","$8,565,410","$11,400,000"
MN 02,Greenwich Village/Soho,Housing Market,"Median sales price per unit, 2-4 family building (2023$)",The median price per unit for two- to four-unit buildings.,"$1,896,700","$2,480,270","$1,303,420","$2,623,860","$2,895,120","$3,538,640","$2,900,000"
MN 02,Greenwich Village/Soho,Housing Market,"Median sales price per unit, 5+ family building (2023$)",The median price per unit for multifamily buildings.,"$389,140","$422,800","$802,110","$782,500","$728,270","$703,690","$491,390"
MN 02,Greenwich Village/Soho,Housing Market,"Median sales price per unit, condominium (2023$)",The median price per unit for condominiums.,"$1,190,950","$1,839,780","$2,320,180","$3,050,230","$2,611,300","$3,036,830","$2,730,000"
MN 02,Greenwich Village/Soho,Housing Market,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,180.2,246.4,272.9,283.6,335.1,374.9
MN 02,Greenwich Village/Soho,Housing Market,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,112.8,129.4,293.9,267.9,285.9,164.7
MN 02,Greenwich Village/Soho,Housing Market,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,218.7,243.6,644.7,374.9,653.0,256.8
MN 02,Greenwich Village/Soho,Housing Market,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,215.9,208.4,281.7,292.6,329.2,304.1
MN 02,Greenwich Village/Soho,Housing Market,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,209.9,206.4,290.6,290.6,332.9,300.4
MN 02,Greenwich Village/Soho,Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,31,0,0,49,106,26,393
MN 02,Greenwich Village/Soho,Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,19,193,242,239,252,261,58
MN 02,Greenwich Village/Soho,Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,,50.9,50.2,56.9,50.8,51.6,
MN 02,Greenwich Village/Soho,Subsidized Housing,Total number of subsidized properties (properties),"Total number of subsidized properties (includes federal programs, Mitchell-Lama, NYC Housing Production Programs and Zoning Incentives or Requirements, and New York State Property Tax Incentives, except 421-a and J-51)",,,,,,,23
MN 02,Greenwich Village/Soho,Subsidized Housing,HUD Financing or Insurance (properties),Total number of properties receiving a benefit from a HUD Financing or Insurance Program,,,,,,,1
MN 02,Greenwich Village/Soho,Subsidized Housing,HUD Financing or Insurance (units),Total number of units in properties receiving a benefit from a HUD Financing or Insurance Program (all affordable),,,,,,,152
MN 02,Greenwich Village/Soho,Subsidized Housing,HUD Project-based Rental Assistance Program (properties),Total number of properties receiving a benefit from a HUD Project-based Rental Assistance Program,,,,,,,2
MN 02,Greenwich Village/Soho,Subsidized Housing,HUD Project-based Rental Assistance Program (units),Total number of units in properties receiving a benefit from a HUD Project-based Rental Assistance Program (includes both affordable and market rate units),,,,,,,536
MN 02,Greenwich Village/Soho,Subsidized Housing,Low Income Housing Tax Credit (properties),Total number of properties receiving a benefit from the Low Income Housing Tax Credit,,,,,,,5
MN 02,Greenwich Village/Soho,Subsidized Housing,Low Income Housing Tax Credit (units),Total number of units in properties receiving a benefit from the Low Income Housing Tax Credit (includes both affordable and market rate units),,,,,,,395
MN 02,Greenwich Village/Soho,Subsidized Housing,Public Housing (properties),Total number of public housing properties (includes housing owned and operated by NYCHA even if the properties were not originally public housing),,,,,,,0
MN 02,Greenwich Village/Soho,Subsidized Housing,Public Housing (units),Total number of public housing units (includes housing owned and operated by NYCHA even if the properties were not originally public housing),,,,,,,0
MN 02,Greenwich Village/Soho,Subsidized Housing,Public housing (% of rental units),The share of all rental units located in New York City Housing Authority public housing.,,,,,,,0.0%
MN 02,Greenwich Village/Soho,Subsidized Housing,Mitchell-Lama (properties),Total number of properties receiving a benefit from the Mitchell-Lama program,,,,,,,2
MN 02,Greenwich Village/Soho,Subsidized Housing,Mitchell-Lama (units),Total number of units in properties receiving a benefit from the Mitchell-Lama program (all affordable),,,,,,,174
MN 02,Greenwich Village/Soho,Subsidized Housing,421-a Tax Exemption (properties),Total number of properties using a 421-a tax emption (includes properties with only market rate units),,,,,,,4
MN 02,Greenwich Village/Soho,Subsidized Housing,421-a Tax Exemption (units),Total number of units in properties using a 421-a tax emption (includes both affordable and market rate units),,,,,,,457
MN 02,Greenwich Village/Soho,Subsidized Housing,420-c Tax Exemption (properties),Total number of properties using a 420-c tax emption,,,,,,,0
MN 02,Greenwich Village/Soho,Subsidized Housing,420-c Tax Exemption (units),Total number of units in properties using a 420-c tax emption (all affordable),,,,,,,0
MN 02,Greenwich Village/Soho,Subsidized Housing,NYC Housing Production Programs and Zoning Incentives or Requirements (properties),"Total number of properties that entered a New York City housing production program or zoning incentive or requirement between July 1,  2003 and December 31, 2017",,,,,,,11
MN 02,Greenwich Village/Soho,Subsidized Housing,Eligible to expire from housing programs between 2024 and 2029 (properties),"Total number of properties eligible to expire between 2023 and 2028 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,3
MN 02,Greenwich Village/Soho,Subsidized Housing,Eligible to expire from housing programs between 2024 and 2029 (units),"Total number of units in properties eligible to expire between 2023 and 2028 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,532
MN 02,Greenwich Village/Soho,Subsidized Housing,Eligible to expire from housing programs between 2030 and 2039 (properties),"Total number of properties eligible to expire between 2029 and 2038 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,3
MN 02,Greenwich Village/Soho,Subsidized Housing,Eligible to expire from housing programs between 2030 and 2039 (units),"Total number of units in properties eligible to expire between 2029 and 2038 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,220
MN 02,Greenwich Village/Soho,Subsidized Housing,Eligible to expire from housing programs in 2040 and later (properties),"Total number of properties eligible to expire in 2039 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,3
MN 02,Greenwich Village/Soho,Subsidized Housing,Eligible to expire from housing programs in 2040 and later (units),"Total number of units in properties eligible to expire in 2039 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,353
MN 02,Greenwich Village/Soho,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",85.9%,84.5%,88.3%,88.5%,88.6%,85.6%,
MN 02,Greenwich Village/Soho,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,24.4,26.1,24.3,26.3,25.6,24.4,
MN 02,Greenwich Village/Soho,Neighborhood Services and Conditions,"Serious crime rate (per 1,000 residents)","The number of serious crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,36.8,30.7,29.1,28.8,41.4,38.5
MN 02,Greenwich Village/Soho,Neighborhood Services and Conditions,"Serious crime rate, property (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,31.2,26.3,24.1,22.9,34.3,32.0
MN 02,Greenwich Village/Soho,Neighborhood Services and Conditions,"Serious crime rate, violent (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,5.5,4.5,5.0,5.9,7.1,6.4
MN 02,Greenwich Village/Soho,Neighborhood Services and Conditions,"Students performing at grade level in English language arts, 4th grade",The percentage of fourth-grade students performing at or above grade level in English language arts in 4th grade (termed 'proficient').,,,,80.3%,,78.1%,82.8%
MN 02,Greenwich Village/Soho,Neighborhood Services and Conditions,"Students performing at grade level in math, 4th grade",The percentage of fourth-grade students performing at or above grade level in math in 4th grade (termed 'proficient').,,,,85.8%,,83.5%,86.2%
