Community District,Name,Indicator Category,Indicator, Indicator Description,2000,2006,2010,2019,2021,2022,2023
BK 15,Sheepshead Bay,Renters and Rental Conditions,"Severely rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,,,42.7%,42.3%,43.4%,44.6%,
BK 15,Sheepshead Bay,Renters and Rental Conditions,"Severely rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,,,0.0%,0.0%,0.5%,0.5%,
BK 15,Sheepshead Bay,Renters and Rental Conditions,"Housing choice vouchers (% of occupied, privately owned rental units)",The share of all rental households in privately owned units whose occupants use a housing choice voucher from HUD.,,,13.3%,5.6%,,,
BK 15,Sheepshead Bay,Housing Market,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",,"60,222","60,078","62,863","64,831","65,842",
BK 15,Sheepshead Bay,Housing Market,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",3.7,4.2,11.5,8.4,2.8,5.5,
BK 15,Sheepshead Bay,Housing Market,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,80,94,263,191,63,125,
BK 15,Sheepshead Bay,Housing Market,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,56,71,181,112,17,37,
BK 15,Sheepshead Bay,Housing Market,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,20,17,68,76,45,87,
BK 15,Sheepshead Bay,Housing Market,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",,,,26.3,12.0,24.8,19.2
BK 15,Sheepshead Bay,Housing Market,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,,,,589,270,561,435
BK 15,Sheepshead Bay,Housing Market,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,5,0,4,,,,
BK 15,Sheepshead Bay,Housing Market,FHA/VA-backed home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied home, condominium, or cooperative apartment that were insured or guaranteed by the FHA or VA, as reported by HMDA.",,0.2%,8.7%,2.0%,2.0%,1.6%,
BK 15,Sheepshead Bay,Housing Market,Higher-cost home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",,11.6%,0.7%,4.5%,3.0%,3.1%,
BK 15,Sheepshead Bay,Housing Market,Higher-cost refinance loans (% of refinance loans),"The percentage of loan originations, for the refinancing of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",,21.2%,1.3%,3.9%,1.3%,1.8%,
BK 15,Sheepshead Bay,Housing Market,"Home purchase loan rate (per 1,000 properties)","The number of first-lien home purchase loan originations for owner-occupied 1-4 family buildings, condominiums, or cooperative apartments  divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments.",,30.6,17.6,17.7,27.4,24.3,
BK 15,Sheepshead Bay,Housing Market,Home purchase loans in LMI tracts (% of home purchase loans),"The share of all first-lien loans, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartments, that were originated for homes in low- to moderate-income census tracts.",,12.5%,15.6%,21.2%,21.2%,8.1%,
BK 15,Sheepshead Bay,Housing Market,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",,7.7%,10.7%,12.3%,15.0%,23.4%,
BK 15,Sheepshead Bay,Housing Market,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",,23.5,17.0,15.7,36.8,10.5,
BK 15,Sheepshead Bay,Housing Market,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,384,333,202,155,184,250,221
BK 15,Sheepshead Bay,Housing Market,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,461,337,191,150,148,281,224
BK 15,Sheepshead Bay,Housing Market,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,7,9,7,5,4,18,8
BK 15,Sheepshead Bay,Housing Market,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,60,137,64,81,109,175,54
BK 15,Sheepshead Bay,Housing Market,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,912,816,464,391,445,724,507
BK 15,Sheepshead Bay,Housing Market,"Median sales price per unit, 1 family building (2023$)",The median price per unit for one unit buildings.,"$473,730","$796,460","$678,450","$926,070","$947,370","$887,690","$900,000"
BK 15,Sheepshead Bay,Housing Market,"Median sales price per unit, 2-4 family building (2023$)",The median price per unit for two- to four-unit buildings.,"$264,660","$441,340","$378,330","$532,490","$523,260","$518,600","$503,750"
BK 15,Sheepshead Bay,Housing Market,"Median sales price per unit, 5+ family building (2023$)",The median price per unit for multifamily buildings.,"$89,690","$162,110","$111,400","$289,400","$282,280","$209,380","$232,350"
BK 15,Sheepshead Bay,Housing Market,"Median sales price per unit, condominium (2023$)",The median price per unit for condominiums.,"$393,620","$724,910","$501,320","$549,850","$600,370","$487,970","$517,500"
BK 15,Sheepshead Bay,Housing Market,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,200.4,184.8,281.5,316.2,323.9,333.1
BK 15,Sheepshead Bay,Housing Market,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,206.2,184.0,301.9,332.6,336.9,349.9
BK 15,Sheepshead Bay,Housing Market,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,189.9,76.0,359.2,366.9,238.0,277.4
BK 15,Sheepshead Bay,Housing Market,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,223.4,171.8,245.4,260.1,254.6,256.4
BK 15,Sheepshead Bay,Housing Market,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,206.6,183.2,286.7,312.9,316.7,331.3
BK 15,Sheepshead Bay,Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,134,0,24,277,119,189,120
BK 15,Sheepshead Bay,Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,88,209,120,139,257,139,170
BK 15,Sheepshead Bay,Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,,34.4,30.8,34.1,36.8,35.1,
BK 15,Sheepshead Bay,Subsidized Housing,Total number of subsidized properties (properties),"Total number of subsidized properties (includes federal programs, Mitchell-Lama, NYC Housing Production Programs and Zoning Incentives or Requirements, and New York State Property Tax Incentives, except 421-a and J-51)",,,,,,,37
BK 15,Sheepshead Bay,Subsidized Housing,HUD Financing or Insurance (properties),Total number of properties receiving a benefit from a HUD Financing or Insurance Program,,,,,,,4
BK 15,Sheepshead Bay,Subsidized Housing,HUD Financing or Insurance (units),Total number of units in properties receiving a benefit from a HUD Financing or Insurance Program (all affordable),,,,,,,200
BK 15,Sheepshead Bay,Subsidized Housing,HUD Project-based Rental Assistance Program (properties),Total number of properties receiving a benefit from a HUD Project-based Rental Assistance Program,,,,,,,5
BK 15,Sheepshead Bay,Subsidized Housing,HUD Project-based Rental Assistance Program (units),Total number of units in properties receiving a benefit from a HUD Project-based Rental Assistance Program (includes both affordable and market rate units),,,,,,,273
BK 15,Sheepshead Bay,Subsidized Housing,Low Income Housing Tax Credit (properties),Total number of properties receiving a benefit from the Low Income Housing Tax Credit,,,,,,,0
BK 15,Sheepshead Bay,Subsidized Housing,Low Income Housing Tax Credit (units),Total number of units in properties receiving a benefit from the Low Income Housing Tax Credit (includes both affordable and market rate units),,,,,,,0
BK 15,Sheepshead Bay,Subsidized Housing,Public Housing (properties),Total number of public housing properties (includes housing owned and operated by NYCHA even if the properties were not originally public housing),,,,,,,4
BK 15,Sheepshead Bay,Subsidized Housing,Public Housing (units),Total number of public housing units (includes housing owned and operated by NYCHA even if the properties were not originally public housing),,,,,,,"2,204"
BK 15,Sheepshead Bay,Subsidized Housing,Public housing (% of rental units),The share of all rental units located in New York City Housing Authority public housing.,,,,,,,7.1%
BK 15,Sheepshead Bay,Subsidized Housing,Mitchell-Lama (properties),Total number of properties receiving a benefit from the Mitchell-Lama program,,,,,,,2
BK 15,Sheepshead Bay,Subsidized Housing,Mitchell-Lama (units),Total number of units in properties receiving a benefit from the Mitchell-Lama program (all affordable),,,,,,,897
BK 15,Sheepshead Bay,Subsidized Housing,421-a Tax Exemption (properties),Total number of properties using a 421-a tax emption (includes properties with only market rate units),,,,,,,100
BK 15,Sheepshead Bay,Subsidized Housing,421-a Tax Exemption (units),Total number of units in properties using a 421-a tax emption (includes both affordable and market rate units),,,,,,,"1,965"
BK 15,Sheepshead Bay,Subsidized Housing,420-c Tax Exemption (properties),Total number of properties using a 420-c tax emption,,,,,,,0
BK 15,Sheepshead Bay,Subsidized Housing,420-c Tax Exemption (units),Total number of units in properties using a 420-c tax emption (all affordable),,,,,,,0
BK 15,Sheepshead Bay,Subsidized Housing,NYC Housing Production Programs and Zoning Incentives or Requirements (properties),"Total number of properties that entered a New York City housing production program or zoning incentive or requirement between July 1,  2003 and December 31, 2017",,,,,,,20
BK 15,Sheepshead Bay,Subsidized Housing,Eligible to expire from housing programs between 2024 and 2029 (properties),"Total number of properties eligible to expire between 2023 and 2028 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,1
BK 15,Sheepshead Bay,Subsidized Housing,Eligible to expire from housing programs between 2024 and 2029 (units),"Total number of units in properties eligible to expire between 2023 and 2028 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,357
BK 15,Sheepshead Bay,Subsidized Housing,Eligible to expire from housing programs between 2030 and 2039 (properties),"Total number of properties eligible to expire between 2029 and 2038 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,4
BK 15,Sheepshead Bay,Subsidized Housing,Eligible to expire from housing programs between 2030 and 2039 (units),"Total number of units in properties eligible to expire between 2029 and 2038 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,613
BK 15,Sheepshead Bay,Subsidized Housing,Eligible to expire from housing programs in 2040 and later (properties),"Total number of properties eligible to expire in 2039 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,3
BK 15,Sheepshead Bay,Subsidized Housing,Eligible to expire from housing programs in 2040 and later (units),"Total number of units in properties eligible to expire in 2039 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",,,,,,,200
BK 15,Sheepshead Bay,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",55.5%,57.9%,62.5%,58.5%,55.0%,59.2%,
BK 15,Sheepshead Bay,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,43.5,42.1,43.1,46.4,41.5,42.8,
BK 15,Sheepshead Bay,Neighborhood Services and Conditions,"Serious crime rate (per 1,000 residents)","The number of serious crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,10.8,7.0,6.9,6.4,9.6,8.6
BK 15,Sheepshead Bay,Neighborhood Services and Conditions,"Serious crime rate, property (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,8.4,5.3,4.8,4.4,6.9,6.1
BK 15,Sheepshead Bay,Neighborhood Services and Conditions,"Serious crime rate, violent (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",,2.4,1.7,2.1,2.0,2.7,2.5
BK 15,Sheepshead Bay,Neighborhood Services and Conditions,"Students performing at grade level in English language arts, 4th grade",The percentage of fourth-grade students performing at or above grade level in English language arts in 4th grade (termed 'proficient').,,,,60.0%,,48.4%,55.9%
BK 15,Sheepshead Bay,Neighborhood Services and Conditions,"Students performing at grade level in math, 4th grade",The percentage of fourth-grade students performing at or above grade level in math in 4th grade (termed 'proficient').,,,,65.6%,,54.6%,61.1%
